Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","15,407,462.52","0.11","15,407,462.52","59,148.00","260.49","United States","NASDAQ","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","15,318,619.28","0.11","15,318,619.28","361,544.00","42.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","14,900,355.88","0.10","14,900,355.88","4,702.00","3,168.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","14,775,260.50","0.10","14,775,260.50","61,270.00","241.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","14,612,764.42","0.10","14,612,764.42","58,402.00","250.21","United States","NASDAQ","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","14,501,901.20","0.10","14,501,901.20","330,490.00","43.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","14,130,813.90","0.10","14,130,813.90","63,681.00","221.90","United States","NASDAQ","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","14,123,426.88","0.10","14,123,426.88","103,008.00","137.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","14,091,037.23","0.10","14,091,037.23","80,387.00","175.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","14,088,349.92","0.10","14,088,349.92","118,509.00","118.88","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","14,025,715.18","0.10","14,025,715.18","66,602.00","210.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","13,950,226.43","0.10","13,950,226.43","233,633.00","59.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","13,946,773.14","0.10","13,946,773.14","88,349.00","157.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","13,927,929.66","0.10","13,927,929.66","73,763.00","188.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","13,857,518.72","0.10","13,857,518.72","143,512.00","96.56","United States","NASDAQ","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","13,793,418.22","0.10","13,793,418.22","307,477.00","44.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","13,762,654.62","0.09","13,762,654.62","158,246.00","86.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","13,747,270.08","0.09","13,747,270.08","172,531.00","79.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","13,544,769.31","0.09","13,544,769.31","42,697.00","317.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","13,421,690.02","0.09","13,421,690.02","62,014.00","216.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","13,412,439.02","0.09","13,412,439.02","182,681.00","73.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","13,314,119.60","0.09","13,314,119.60","90,082.00","147.80","United States","NASDAQ","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","13,286,449.68","0.09","13,286,449.68","57,378.00","231.56","United States","NASDAQ","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","13,280,497.80","0.09","13,280,497.80","139,780.00","95.01","United States","NASDAQ","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","13,206,137.68","0.09","13,206,137.68","39,352.00","335.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","13,195,880.50","0.09","13,195,880.50","88,385.00","149.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","13,191,849.72","0.09","13,191,849.72","203,014.00","64.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","13,119,343.84","0.09","13,119,343.84","87,544.00","149.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","13,070,272.86","0.09","13,070,272.86","92,187.00","141.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","12,978,726.40","0.09","12,978,726.40","18,010.00","720.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","12,965,802.88","0.09","12,965,802.88","185,863.00","69.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","12,842,540.46","0.09","12,842,540.46","117,638.00","109.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","12,779,214.39","0.09","12,779,214.39","71,749.00","178.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","12,604,129.56","0.09","12,604,129.56","227,964.00","55.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","12,558,593.20","0.09","12,558,593.20","171,098.00","73.40","United States","NASDAQ","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","12,250,777.83","0.08","12,250,777.83","94,027.00","130.29","United States","NASDAQ","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","12,097,155.60","0.08","12,097,155.60","234,441.00","51.60","United States","NASDAQ","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","11,996,986.50","0.08","11,996,986.50","119,373.00","100.50","United States","NASDAQ","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","11,958,311.52","0.08","11,958,311.52","152,374.00","78.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","11,925,767.73","0.08","11,925,767.73","49,503.00","240.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NU","NU HOLDINGS LTD CLASS A","Financials","Equity","11,886,462.64","0.08","11,886,462.64","862,588.00","13.78","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","11,792,151.60","0.08","11,792,151.60","20,940.00","563.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","11,769,557.10","0.08","11,769,557.10","144,767.00","81.30","United States","NASDAQ","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","11,720,383.70","0.08","11,720,383.70","12,730.00","920.69","United States","NASDAQ","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","11,674,633.63","0.08","11,674,633.63","32,681.00","357.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","11,673,068.11","0.08","11,673,068.11","51,539.00","226.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","11,592,930.87","0.08","11,592,930.87","161,619.00","71.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","11,580,079.49","0.08","11,580,079.49","27,307.00","424.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","11,514,544.83","0.08","11,514,544.83","54,839.00","209.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","11,494,578.56","0.08","11,494,578.56","62,254.00","184.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","11,420,474.73","0.08","11,420,474.73","6,587.00","1,733.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","11,364,322.50","0.08","11,364,322.50","144,750.00","78.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","11,310,476.64","0.08","11,310,476.64","11,796.00","958.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","11,288,243.20","0.08","11,288,243.20","55,640.00","202.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP","Consumer Discretionary","Equity","11,231,085.69","0.08","11,231,085.69","65,829.00","170.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","11,197,224.27","0.08","11,197,224.27","519,111.00","21.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","11,181,267.81","0.08","11,181,267.81","79,929.00","139.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","11,174,240.18","0.08","11,174,240.18","1,068,283.00","10.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","11,109,388.80","0.08","11,109,388.80","37,056.00","299.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","11,093,727.20","0.08","11,093,727.20","525,520.00","21.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","11,064,945.72","0.08","11,064,945.72","97,437.00","113.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","11,039,459.08","0.08","11,039,459.08","162,059.00","68.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","10,967,100.30","0.08","10,967,100.30","87,165.00","125.82","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","10,892,641.20","0.08","10,892,641.20","22,435.00","485.52","United States","NASDAQ","USD","1.00","USD","-"
"SNOW","SNOWFLAKE INC CLASS A","Information Technology","Equity","10,867,984.05","0.07","10,867,984.05","85,541.00","127.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","10,865,336.40","0.07","10,865,336.40","135,141.00","80.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","10,844,219.40","0.07","10,844,219.40","45,820.00","236.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","10,780,237.60","0.07","10,780,237.60","73,315.00","147.04","United States","NASDAQ","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","10,690,992.56","0.07","10,690,992.56","43,594.00","245.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","10,668,318.85","0.07","10,668,318.85","579,485.00","18.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","10,642,843.75","0.07","10,642,843.75","154,805.00","68.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","10,546,511.36","0.07","10,546,511.36","53,503.00","197.12","United States","NASDAQ","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","10,544,624.32","0.07","10,544,624.32","53,488.00","197.14","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","10,537,228.22","0.07","10,537,228.22","76,462.00","137.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","10,498,411.62","0.07","10,498,411.62","109,839.00","95.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","10,449,124.12","0.07","10,449,124.12","38,998.00","267.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","10,365,088.44","0.07","10,365,088.44","38,946.00","266.14","United States","NASDAQ","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","10,314,219.55","0.07","10,314,219.55","191,465.00","53.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","10,306,711.49","0.07","10,306,711.49","136,567.00","75.47","United States","NASDAQ","USD","1.00","USD","-"
"HES","HESS CORP","Energy","Equity","10,297,760.20","0.07","10,297,760.20","75,530.00","136.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","10,295,267.82","0.07","10,295,267.82","154,514.00","66.63","United States","NASDAQ","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","10,281,692.64","0.07","10,281,692.64","135,714.00","75.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","10,274,589.12","0.07","10,274,589.12","64,112.00","160.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","10,272,576.60","0.07","10,272,576.60","62,964.00","163.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","10,207,706.73","0.07","10,207,706.73","109,513.00","93.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","10,181,733.54","0.07","10,181,733.54","110,407.00","92.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","10,154,265.96","0.07","10,154,265.96","287,412.00","35.33","United States","NASDAQ","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","10,143,110.00","0.07","10,143,110.00","192,250.00","52.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","10,121,100.00","0.07","10,121,100.00","269,896.00","37.50","United States","NASDAQ","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","9,986,330.64","0.07","9,986,330.64","172,744.00","57.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","9,966,856.68","0.07","9,966,856.68","20,588.00","484.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","9,960,378.55","0.07","9,960,378.55","97,987.00","101.65","United States","NASDAQ","USD","1.00","USD","-"
